76	1	1
66	2	1
74	3	1
153	4	1
116	5	1
68	6	1
11	7	1
136	2	1
52	8	1
141	2	1
35	9	1
23	10	1
137	11	1
136	11	1
107	12	1
136	13	1
30	14	1
149	2	1
115	15	1
121	13	1
48	16	1
23	17	1
100	18	1
65	19	1
136	20	1
100	4	1
157	21	1
155	22	1
109	23	1
25	16	1
76	24	1
153	25	1
155	26	1
46	27	1
12	15	1
109	28	1
136	29	1
23	30	1
58	15	1
153	7	1
136	31	1
76	25	1
25	32	1
148	33	1
62	34	1
95	35	1
27	17	1
68	28	1
149	36	1
71	15	1
68	4	1
116	37	1
143	38	1
71	10	1
57	39	1
23	40	1
71	29	1
25	32	1
68	41	1
155	42	1
141	11	1
150	32	1
136	43	1
87	44	1
46	16	1
156	16	1
27	15	1
148	21	1
23	45	1
148	46	1
150	46	1
100	34	1
148	11	1
121	4	1
23	47	1
138	43	1
136	3	1
151	46	1
152	11	1
116	48	1
157	19	1
172	31	1
157	49	1
156	50	1
35	34	1
156	33	1
151	36	1
156	36	1
23	51	1
25	52	1
132	4	1
34	53	1
23	27	1
136	54	1
153	55	1
95	25	1
121	56	1
156	55	1
116	57	1
76	29	1
100	58	1
76	2	1
155	7	1
153	1	1
60	43	1
109	18	1
104	25	1
141	59	1
136	60	1
46	15	1
116	25	1
121	34	1
76	55	1
115	14	1
27	6	1
110	60	1
128	32	1
87	61	1
35	62	1
136	24	1
109	63	1
71	59	1
37	34	1
68	39	1
136	64	1
48	65	1
157	15	1
136	25	1
136	1	1
132	34	1
155	66	1
110	67	1
65	2	1
17	68	1
71	69	1
71	4	1
57	69	1
25	30	1
152	70	1
24	71	1
23	72	1
151	73	1
109	74	1
68	34	1
149	15	1
27	16	1
132	7	1
74	75	1
153	22	1
136	24	1
151	11	1
149	46	1
23	32	1
136	76	1
27	32	1
136	77	1
100	23	1
24	32	1
68	78	1
71	79	1
95	59	1
121	25	1
68	80	1
23	6	1
27	32	1
109	81	1
65	52	1
48	59	1
23	52	1
52	4	1
46	52	1
66	82	1
74	83	1
23	2	1
76	22	1
136	15	1
152	82	1
68	2	1
149	55	1
23	78	1
25	84	1
46	32	1
155	33	1
136	85	1
68	16	1
23	63	1
26	32	1
60	59	1
24	86	1
137	64	1
23	87	1
74	88	1
121	29	1
155	18	1
35	89	1
148	36	1
95	7	1
46	3	1
153	56	1
66	32	1
148	55	1
46	6	1
7	14	1
23	5	1
48	90	1
157	46	1
140	91	1
110	92	1
23	93	1
68	94	1
155	56	1
23	95	1
20	96	1
108	68	1
76	7	1
169	97	1
95	34	1
136	43	1
136	7	1
12	14	1
148	98	1
110	7	1
25	3	1
76	99	1
23	9	1
116	36	1
87	100	1
71	101	1
109	4	1
68	3	1
71	32	1
71	102	1
145	28	1
23	103	1
136	56	1
68	87	1
136	18	1
23	104	1
157	95	1
95	4	1
144	105	1
157	14	1
136	34	1
71	36	1
19	31	1
110	106	1
51	59	1
104	36	1
61	107	1
148	15	1
115	36	1
57	80	1
121	6	1
115	55	1
62	7	1
23	69	1
23	108	1
134	109	1
153	81	1
155	54	1
17	43	1
35	32	1
35	36	1
23	80	1
109	56	1
134	32	1
74	110	1
100	111	1
23	112	1
136	4	1
23	113	1
151	14	1
136	74	1
26	32	1
157	11	1
110	74	1
74	93	1
46	30	1
152	33	1
155	31	1
89	114	1
48	115	1
62	116	1
21	89	1
149	11	1
146	13	1
8	95	1
149	3	1
74	32	1
137	91	1
145	91	1
76	13	1
23	48	1
136	36	1
95	90	1
136	33	1
37	32	1
34	96	1
23	57	1
139	19	1
68	45	1
141	37	1
23	117	1
42	9	1
146	4	1
71	9	1
141	76	1
121	43	1
68	7	1
87	118	1
116	32	1
149	14	1
68	32	1
136	28	1
60	80	1
157	33	1
25	17	1
71	119	1
155	29	1
121	7	1
76	4	1
23	120	1
118	91	1
150	39	1
27	114	1
152	55	1
136	5	1
25	15	1
68	81	1
23	115	1
155	55	1
27	2	1
136	32	1
150	15	1
71	2	1
25	121	1
109	60	1
136	122	1
149	9	1
71	95	1
52	32	1
23	3	1
109	24	1
151	15	1
153	13	1
46	32	1
48	17	1
52	23	1
106	43	1
88	114	1
68	123	1
23	124	1
46	61	1
140	11	1
58	25	1
76	34	1
95	2	1
157	87	1
152	36	1
153	73	1
151	55	1
42	32	1
136	125	1
25	6	1
23	61	1
62	16	1
25	45	1
27	126	1
